t_s,frametime_ms,fps
149.1847,18.069,55.344
149.2028,17.26,57.939
149.22,17.875,55.943
149.2379,17.797,56.19
149.2557,17.745,56.352
149.2735,15.598,64.11
149.2891,17.311,57.766
149.3064,18.312,54.608
149.3247,16.36,61.125
149.341,17.625,56.737
149.3587,17.704,56.485
149.3764,16.105,62.091
149.3925,18.802,53.186
149.4113,18.181,55.004
149.4295,17.762,56.301
149.4472,16.544,60.446
149.4638,19.763,50.6
149.4835,18.505,54.039
149.502,18.767,53.286
149.5208,18.456,54.183
149.5393,15.189,65.836
149.5545,17.351,57.633
149.5718,17.728,56.409
149.5895,16.332,61.229
149.6059,17.861,55.987
149.6237,16.761,59.661
149.6405,16.47,60.716
149.657,18.724,53.408
149.6757,17.152,58.302
149.6928,17.013,58.778
149.7098,17.109,58.449
149.727,18.398,54.353
149.7454,18.35,54.495
149.7637,18.22,54.884
149.7819,16.513,60.558
149.7984,17.089,58.517
149.8155,18.53,53.967
149.8341,17.741,56.366
149.8518,16.653,60.051
149.8684,16.719,59.811
149.8852,17.134,58.362
149.9023,17.672,56.587
149.92,17.892,55.892
149.9379,17.093,58.502
149.955,17.211,58.101
149.9722,17.551,56.978
149.9897,17.494,57.164
150.0072,16.223,61.642
150.0234,17.435,57.356
150.0409,17.471,57.238
150.0583,19.321,51.757
150.0777,16.92,59.101
150.0946,16.853,59.338
150.1114,17.805,56.163
150.1292,17.108,58.451
150.1463,19.45,51.414
150.1658,17.597,56.829
150.1834,17.436,57.353
150.2008,17.972,55.641
150.2188,17.836,56.068
150.2366,18.079,55.313
150.2547,16.566,60.365
150.2713,16.88,59.241
150.2882,19.264,51.911
150.3074,16.951,58.994
150.3244,18.591,53.789
150.343,18.909,52.884
150.3619,18.462,54.164
150.3803,19.481,51.333
150.3998,17.662,56.617
150.4175,18.913,52.874
150.4364,17.07,58.581
150.4535,18.609,53.739
150.4721,18.283,54.695
150.4904,18.205,54.928
150.5086,16.9,59.171
150.5255,18.612,53.729
150.5441,17.678,56.567
150.5618,18.704,53.464
150.5805,18.123,55.179
150.5986,18.426,54.272
150.617,17.249,57.975
150.6343,19.238,51.981
150.6535,17.674,56.58
150.6712,18.89,52.939
150.6901,18.966,52.726
150.709,18.448,54.207
150.7275,18.065,55.357
150.7455,18.629,53.679
150.7642,19.214,52.046
150.7834,17.295,57.819
150.8007,17.613,56.777
150.8183,16.298,61.358
150.8346,19.129,52.277
150.8537,17.222,58.066
150.8709,17.859,55.993
150.8888,17.597,56.829
150.9064,18.229,54.857
150.9246,17.006,58.803
150.9416,19.809,50.483
150.9614,17.969,55.65
150.9794,47.335,21.126
151.0267,17.602,56.813
151.0443,18.057,55.382
151.0624,17.457,57.285
151.0799,17.246,57.984
151.0971,16.225,61.633
151.1133,18.75,53.335
151.1321,17.035,58.704
151.1491,17.702,56.49
151.1668,16.865,59.293
151.1837,17.746,56.352
151.2014,18.122,55.182
151.2195,18.212,54.909
151.2378,18.003,55.547
151.2558,56.558,17.681
151.3123,17.463,57.262
151.3298,19.019,52.58
151.3488,19.075,52.426
151.3679,19.322,51.754
151.3872,17.95,55.71
151.4051,18.782,53.242
151.4239,17.402,57.466
151.4413,17.494,57.163
151.4588,18.876,52.977
151.4777,17.644,56.676
151.4953,17.544,57.001
151.5129,18.224,54.872
151.5311,18.26,54.763
151.5494,16.965,58.946
151.5663,18.335,54.54
151.5847,17.642,56.684
151.6023,18.989,52.661
151.6213,19.795,50.518
151.6411,17.222,58.065
151.6583,18.52,53.995
151.6768,19.531,51.202
151.6964,18.32,54.586
151.7147,18.78,53.248
151.7335,19.518,51.236
151.753,18.262,54.759
151.7713,18.308,54.622
151.7896,29.538,33.854
151.8191,19.36,51.653
151.8385,17.872,55.954
151.8563,17.154,58.294
151.8735,15.736,63.547
151.8892,18.935,52.812
151.9082,18.774,53.266
151.9269,16.235,61.597
151.9432,17.572,56.909
151.9607,17.885,55.913
151.9786,18.524,53.985
151.9971,17.972,55.643
152.0151,18.944,52.788
152.0341,17.645,56.675
152.0517,18.794,53.209
152.0705,17.03,58.72
152.0875,18.179,55.01
152.1057,19.593,51.038
152.1253,20.069,49.828
152.1454,17.54,57.014
152.1629,17.009,58.792
152.1799,17.547,56.989
152.1975,19.114,52.318
152.2166,19.882,50.296
152.2365,17.182,58.201
152.2536,19.293,51.833
152.2729,17.046,58.664
152.29,19.632,50.938
152.3096,18.141,55.122
152.3278,18.923,52.845
152.3467,17.675,56.576
152.3644,17.249,57.975
152.3816,18.967,52.722
152.4006,18.616,53.718
152.4192,18.471,54.14
152.4377,18.866,53.006
152.4565,16.971,58.924
152.4735,20.942,47.751
152.4944,17.302,57.796
152.5117,20.973,47.681
152.5327,17.854,56.011
152.5506,19.778,50.562
152.5703,19.764,50.596
152.5901,17.314,57.758
152.6074,17.287,57.847
152.6247,18.786,53.23
152.6435,17.142,58.337
152.6606,18.782,53.242
152.6794,18.433,54.251
152.6978,19.084,52.4
152.7169,18.604,53.753
152.7355,19.245,51.963
152.7548,18.071,55.336
152.7729,18.619,53.708
152.7915,17.43,57.371
152.8089,18.918,52.86
152.8278,19.672,50.833
152.8475,18.614,53.723
152.8661,19.572,51.092
152.8857,18.919,52.858
152.9046,18.67,53.562
152.9233,18.956,52.754
152.9422,18.397,54.357
152.9606,18.749,53.336
152.9794,19.096,52.367
152.9985,17.237,58.016
153.0157,16.948,59.004
153.0326,17.875,55.944
153.0505,18.433,54.249
153.069,18.625,53.691
153.0876,19.825,50.441
153.1074,18.525,53.981
153.1259,18.693,53.496
153.1446,18.716,53.431
153.1633,18.241,54.82
153.1816,18.77,53.276
153.2004,18.926,52.837
153.2193,17.592,56.844
153.2369,19.4,51.545
153.2563,19.171,52.163
153.2754,17.273,57.892
153.2927,19.329,51.735
153.312,20.196,49.516
153.3322,18.798,53.198
153.351,18.347,54.506
153.3694,19.667,50.846
153.3891,19.096,52.366
153.4081,19.585,51.058
153.4277,20.236,49.416
153.448,19.449,51.415
153.4674,20.441,48.922
153.4879,18.717,53.427
153.5066,17.593,56.842
153.5242,18.635,53.662
153.5428,18.887,52.947
153.5617,19.358,51.659
153.5811,21.036,47.537
153.6021,16.782,59.587
153.6189,17.368,57.579
153.6362,18.063,55.361
153.6543,17.127,58.388
153.6714,18.971,52.711
153.6904,19.812,50.475
153.7102,17.926,55.784
153.7281,18.783,53.24
153.7469,20.069,49.828
153.767,19.671,50.836
153.7867,19.814,50.469
153.8065,18.852,53.044
153.8253,20.073,49.817
153.8454,17.105,58.461
153.8625,52.214,19.152
153.9147,18.917,52.864
153.9336,20.619,48.499
153.9543,18.277,54.712
153.9725,19.1,52.357
153.9916,19.163,52.185
154.0108,17.277,57.88
154.0281,18.856,53.034
154.0469,17.542,57.005
154.0645,18.356,54.477
154.0828,18.554,53.896
154.1014,20.216,49.466
154.1216,18.35,54.495
154.1399,17.329,57.706
154.1573,17.683,56.552
154.175,18.924,52.842
154.1939,20.534,48.701
154.2144,18.992,52.654
154.2334,18.87,52.995
154.2523,19.537,51.185
154.2718,18.891,52.936
154.2907,19.711,50.734
154.3104,17.937,55.752
154.3284,16.987,58.868
154.3453,17.504,57.131
154.3628,19.654,50.88
154.3825,18.786,53.232
154.4013,18.698,53.483
154.42,20.044,49.891
154.44,18.191,54.971
154.4582,18.88,52.965
154.4771,19.1,52.357
154.4962,20.287,49.292
154.5165,20.577,48.598
154.5371,18.287,54.683
154.5553,20.748,48.196
154.5761,17.987,55.597
154.5941,17.197,58.151
154.6113,19.655,50.878
154.6309,18.517,54.004
154.6495,18.788,53.226
154.6682,19.512,51.251
154.6878,19.644,50.907
154.7074,19.195,52.096
154.7266,19.329,51.737
154.7459,29.708,33.661
154.7756,18.163,55.057
154.7938,18.028,55.471
154.8118,18.659,53.593
154.8305,18.093,55.271
154.8486,18.117,55.197
154.8667,17.725,56.418
154.8844,18.647,53.629
154.9031,20.917,47.807
154.924,17.926,55.784
154.9419,18.696,53.487
154.9606,19.749,50.635
154.9803,18.202,54.939
154.9985,17.789,56.214
155.0163,19.21,52.055
155.0355,18.745,53.349
155.0543,18.693,53.495
155.073,20.036,49.909
155.093,19.382,51.595
155.1124,19.873,50.32
155.1323,19.165,52.18
155.1514,18.813,53.155
155.1703,20.031,49.923
155.1903,20.669,48.381
155.211,18.43,54.26
155.2294,19.042,52.516
155.2484,18.644,53.638
155.2671,19.499,51.286
155.2866,19.905,50.238
155.3065,19.722,50.705
155.3262,19.482,51.33
155.3457,19.888,50.281
155.3656,19.547,51.16
155.3851,19.49,51.308
155.4046,20.996,47.629
155.4256,18.281,54.703
155.4439,18.717,53.427
155.4626,18.558,53.886
155.4812,19.292,51.834
155.5004,19.668,50.843
155.5201,20.09,49.776
155.5402,18.105,55.232
155.5583,20.961,47.707
155.5793,22.379,44.685
155.6016,20.133,49.67
155.6218,20.806,48.063
155.6426,20.009,49.977
155.6626,19.272,51.888
155.6819,19.893,50.269
155.7018,19.233,51.993
155.721,18.895,52.923
155.7399,18.738,53.368
155.7586,21.37,46.795
155.78,19.367,51.635
155.7994,19.571,51.095
155.8189,17.972,55.643
155.8369,19.613,50.987
155.8565,19.43,51.468
155.876,20.127,49.684
155.8961,20.016,49.96
155.9161,19.509,51.258
155.9356,19.688,50.793
155.9553,20.165,49.592
155.9755,18.677,53.543
155.9941,18.657,53.6
156.0128,20.692,48.327
156.0335,20.145,49.64
156.0536,18.831,53.105
156.0725,20.69,48.334
156.0931,20.026,49.934
156.1132,18.943,52.791
156.1321,19.082,52.406
156.1512,20.584,48.582
156.1718,19.386,51.583
156.1912,19.666,50.848
156.2108,19.448,51.419
156.2303,19.849,50.381
156.2501,20.207,49.487
156.2703,19.0,52.63
156.2893,20.618,48.502
156.31,18.803,53.184
156.3288,20.366,49.102
156.3491,18.012,55.519
156.3671,18.504,54.042
156.3856,17.716,56.447
156.4034,21.227,47.109
156.4246,19.864,50.343
156.4444,19.668,50.844
156.4641,19.082,52.406
156.4832,19.521,51.226
156.5027,20.441,48.92
156.5232,20.029,49.928
156.5432,18.407,54.327
156.5616,19.31,51.785
156.5809,17.274,57.891
156.5982,19.155,52.206
156.6173,20.177,49.562
156.6375,19.314,51.775
156.6568,18.017,55.504
156.6748,18.203,54.936
156.693,19.895,50.263
156.7129,19.704,50.751
156.7326,18.598,53.769
156.7512,18.209,54.919
156.7695,19.662,50.86
156.7891,19.367,51.634
156.8085,18.144,55.114
156.8266,19.712,50.729
156.8463,20.779,48.126
156.8671,19.279,51.87
156.8864,18.931,52.823
156.9053,20.174,49.569
156.9255,19.16,52.193
156.9447,20.696,48.319
156.9654,19.016,52.588
156.9844,19.492,51.303
157.0039,20.008,49.981
157.0239,20.785,48.112
157.0447,19.657,50.874
157.0643,20.476,48.838
157.0848,20.095,49.763
157.1049,18.718,53.424
157.1236,18.642,53.642
157.1422,19.264,51.912
157.1615,18.976,52.698
157.1805,19.017,52.585
157.1995,19.985,50.037
157.2195,18.583,53.813
157.2381,18.884,52.954
157.257,19.371,51.624
157.2763,20.285,49.297
157.2966,19.575,51.086
157.3162,18.81,53.162
157.335,20.282,49.305
157.3553,17.607,56.797
157.3729,20.42,48.972
157.3933,19.457,51.397
157.4128,18.455,54.187
157.4312,18.461,54.168
157.4497,18.313,54.605
157.468,18.659,53.594
157.4866,20.51,48.757
157.5072,18.821,53.133
157.526,20.582,48.585
157.5466,17.662,56.617
157.5642,18.308,54.622
157.5825,18.949,52.774
157.6015,20.323,49.207
157.6218,19.935,50.163
157.6417,18.157,55.076
157.6599,19.334,51.722
157.6792,17.948,55.717
157.6972,19.665,50.852
157.7168,19.884,50.291
157.7367,20.009,49.977
157.7567,20.226,49.442
157.777,19.755,50.621
157.7967,20.329,49.191
157.817,19.963,50.093
157.837,20.812,48.05
157.8578,19.367,51.634
157.8772,20.559,48.64
157.8977,19.872,50.322
157.9176,18.48,54.114
157.9361,19.015,52.59
157.9551,18.073,55.332
157.9732,19.709,50.739
157.9929,19.898,50.255
158.0128,21.07,47.462
158.0339,19.792,50.525
158.0537,18.324,54.575
158.072,18.814,53.152
158.0908,18.103,55.239
158.1089,19.293,51.833
158.1282,18.5,54.055
158.1467,20.398,49.025
158.1671,19.569,51.102
158.1867,18.296,54.656
158.2049,17.608,56.791
158.2226,19.633,50.934
158.2422,20.72,48.262
158.2629,18.947,52.778
158.2819,20.702,48.304
158.3026,18.296,54.656
158.3209,19.326,51.744
158.3402,19.246,51.959
158.3594,18.452,54.193
158.3779,19.121,52.298
158.397,17.881,55.926
158.4149,18.372,54.431
158.4333,20.823,48.023
158.4541,19.921,50.197
158.474,18.94,52.799
158.4929,19.935,50.163
158.5129,20.019,49.952
158.5329,19.757,50.614
158.5526,19.22,52.03
158.5719,18.46,54.172
158.5903,18.626,53.69
158.609,19.267,51.901
158.6282,17.98,55.617
158.6462,19.496,51.292
158.6657,18.317,54.594
158.684,19.897,50.259
158.7039,19.225,52.015
158.7231,18.014,55.512
158.7412,19.064,52.455
158.7602,19.025,52.562
158.7792,18.735,53.375
158.798,19.208,52.062
158.8172,17.872,55.952
158.8351,19.373,51.618
158.8544,18.69,53.505
158.8731,18.181,55.002
158.8913,18.997,52.639
158.9103,18.341,54.523
158.9286,19.369,51.629
158.948,20.553,48.655
158.9686,21.733,46.012
158.9903,19.248,51.952
159.0095,17.983,55.607
159.0275,20.228,49.436
159.0478,19.594,51.036
159.0673,20.302,49.257
159.0876,19.637,50.925
159.1073,20.514,48.747
159.1278,20.066,49.837
159.1479,19.875,50.315
159.1677,17.278,57.876
159.185,18.343,54.516
159.2034,20.801,48.075
159.2242,19.826,50.438
159.244,19.18,52.139
159.2632,20.014,49.966
159.2832,18.943,52.789
159.3021,17.854,56.009
159.32,18.436,54.241
159.3384,17.948,55.716
159.3564,19.406,51.53
159.3758,18.576,53.833
159.3943,19.073,52.429
159.4134,19.775,50.57
159.4332,18.826,53.119
159.452,19.343,51.698
159.4714,19.418,51.498
159.4908,19.114,52.319
159.5099,19.266,51.904
159.5292,20.608,48.525
159.5498,19.099,52.36
159.5689,18.346,54.508
159.5872,19.45,51.413
159.6067,18.197,54.955
159.6249,20.429,48.951
159.6453,18.833,53.098
159.6641,19.557,51.133
159.6837,18.909,52.884
159.7026,20.85,47.961
159.7234,19.214,52.045
159.7427,18.076,55.322
159.7607,18.93,52.827
159.7797,18.582,53.815
159.7982,19.476,51.346
159.8177,21.032,47.546
159.8387,18.882,52.962
159.8576,18.575,53.837
159.8762,19.756,50.618
159.896,18.63,53.677
159.9146,20.068,49.831
159.9347,18.086,55.291
159.9527,19.514,51.246
159.9723,19.098,52.361
159.9914,17.956,55.692
160.0093,19.461,51.384
160.0288,19.83,50.428
160.0486,20.229,49.433
160.0688,20.268,49.338
160.0891,18.962,52.738
160.1081,19.191,52.109
160.1273,18.07,55.341
160.1453,19.151,52.218
160.1645,18.165,55.051
160.1826,20.707,48.293
160.2033,16.969,58.93
160.2203,17.816,56.13
160.2381,18.542,53.932
160.2567,19.28,51.866
160.276,17.165,58.259
160.2931,16.819,59.455
160.3099,18.437,54.237
160.3284,19.192,52.106
160.3476,18.606,53.747
160.3662,19.113,52.321
160.3853,18.299,54.649
160.4036,17.838,56.061
160.4214,19.262,51.915
160.4407,18.215,54.901
160.4589,18.382,54.4
160.4773,18.455,54.187
160.4957,18.297,54.655
160.514,18.479,54.115
160.5325,18.573,53.843
160.5511,18.504,54.044
160.5696,18.263,54.755
160.5879,18.2,54.946
160.6061,18.503,54.046
160.6246,17.942,55.734
160.6425,18.914,52.872
160.6614,18.071,55.336
160.6795,19.397,51.553
160.6989,17.151,58.306
160.716,19.058,52.471
160.7351,19.877,50.31
160.755,17.316,57.749
160.7723,19.583,51.064
160.7919,19.989,50.028
160.8119,18.791,53.216
160.8306,18.357,54.477
160.849,18.613,53.726
160.8676,18.721,53.416
160.8863,18.018,55.5
160.9044,17.145,58.325
160.9215,19.347,51.686
160.9408,19.32,51.759
160.9602,17.928,55.779
160.9781,17.474,57.227
160.9956,16.348,61.171
161.0119,18.692,53.498
161.0306,19.262,51.915
161.0499,17.855,56.006
161.0677,18.854,53.039
161.0866,19.344,51.694
161.1059,18.859,53.025
161.1248,17.071,58.58
161.1419,18.241,54.821
161.1601,17.665,56.608
161.1778,18.361,54.463
161.1961,18.28,54.706
161.2144,19.21,52.056
161.2336,17.918,55.809
161.2515,17.803,56.169
161.2693,19.504,51.271
161.2888,19.08,52.41
161.3079,18.954,52.758
161.3269,19.247,51.957
161.3461,44.81,22.316
161.3909,18.728,53.396
161.4097,18.271,54.733
161.4279,18.088,55.285
161.446,16.683,59.942
161.4627,39.399,25.382
161.5021,19.66,50.865
161.5218,18.363,54.457
161.5401,18.655,53.604
161.5588,18.853,53.042
161.5776,18.861,53.02
161.5965,18.101,55.246
161.6146,19.518,51.236
161.6341,18.497,54.061
161.6526,17.378,57.543
161.67,18.07,55.341
161.6881,17.219,58.075
161.7053,18.723,53.409
161.724,18.907,52.891
161.7429,17.954,55.697
161.7609,17.088,58.522
161.7779,18.253,54.787
161.7962,17.021,58.751
161.8132,18.71,53.446
161.8319,17.782,56.237
161.8497,20.113,49.72
161.8698,17.328,57.709
161.8872,17.523,57.069
161.9047,19.217,52.038
161.9239,17.043,58.677
161.9409,19.365,51.639
161.9603,19.235,51.987
161.9795,19.066,52.448
161.9986,18.398,54.354
162.017,18.226,54.866
162.0352,18.833,53.099
162.0541,17.403,57.461
162.0715,18.657,53.599
162.0901,18.87,52.994
162.109,18.711,53.444
162.1277,17.455,57.29
162.1452,19.551,51.148
162.1647,18.721,53.416
162.1834,18.321,54.581
162.2017,17.237,58.016
162.219,18.436,54.243
162.2374,17.373,57.561
162.2548,19.613,50.987
162.2744,17.217,58.083
162.2916,18.421,54.287
162.31,18.322,54.579
162.3284,17.508,57.118
162.3459,18.347,54.506
162.3642,17.204,58.127
162.3814,18.579,53.825
162.4,18.201,54.941
162.4182,18.755,53.319
162.437,17.764,56.294
162.4547,18.74,53.361
162.4735,18.873,52.986
162.4923,17.961,55.675
162.5103,18.012,55.52
162.5283,16.929,59.069
162.5452,16.301,61.346
162.5615,15.475,64.621
162.577,19.21,52.056
162.5962,17.848,56.028
162.6141,16.291,61.384
162.6304,20.102,49.746
162.6505,18.32,54.586
162.6688,17.872,55.953
162.6867,17.873,55.949
162.7045,16.319,61.278
162.7208,19.566,51.109
162.7404,17.735,56.385
162.7581,17.889,55.9
162.776,16.683,59.941
162.7927,19.437,51.449
162.8122,18.317,54.594
162.8305,17.916,55.818
162.8484,17.386,57.517
162.8658,17.006,58.801
162.8828,18.101,55.247
162.9009,17.94,55.741
162.9188,16.992,58.853
162.9358,18.541,53.934
162.9544,18.581,53.817
162.9729,18.353,54.486
162.9913,17.65,56.656
163.0089,16.941,59.029
163.0259,15.426,64.824
163.0413,17.75,56.339
163.0591,15.555,64.29
163.0746,18.321,54.581
163.0929,18.415,54.303
163.1114,17.501,57.139
163.1289,19.102,52.352
163.148,18.08,55.309
163.166,16.817,59.464
163.1829,18.027,55.472
163.2009,17.591,56.846
163.2185,17.655,56.642
163.2361,16.721,59.803
163.2528,16.948,59.003
163.2698,17.864,55.978
163.2877,17.851,56.021
163.3055,16.036,62.358
163.3215,18.275,54.719
163.3398,16.737,59.747
163.3566,17.108,58.454
163.3737,18.142,55.12
163.3918,16.653,60.048
163.4085,19.115,52.314
163.4276,16.859,59.315
163.4444,16.126,62.01
163.4606,17.803,56.171
163.4784,16.767,59.642
163.4951,18.29,54.676
163.5134,19.03,52.55
163.5324,16.645,60.077
163.5491,16.694,59.902
163.5658,18.918,52.858
163.5847,18.892,52.931
163.6036,18.377,54.415
163.622,16.77,59.632
163.6387,17.846,56.036
163.6566,17.003,58.813
163.6736,16.831,59.414
163.6904,17.09,58.513
163.7075,17.503,57.132
163.725,18.161,55.062
163.7432,17.017,58.764
163.7602,18.1,55.248
163.7783,16.683,59.94
163.795,16.649,60.064
163.8116,17.76,56.306
163.8294,18.251,54.792
163.8476,17.725,56.418
163.8654,16.654,60.044
163.882,18.389,54.381
163.9004,17.454,57.292
163.9179,17.925,55.789
163.9358,17.485,57.192
163.9533,16.333,61.227
163.9696,16.952,58.991
163.9866,17.798,56.187
164.0044,16.469,60.719
164.0208,29.551,33.84
164.0504,16.357,61.135
164.0667,17.959,55.683
164.0847,17.797,56.19
164.1025,17.668,56.599
164.1202,17.309,57.774
164.1375,17.99,55.587
164.1555,16.938,59.04
164.1724,18.69,53.504
164.1911,15.815,63.232
164.2069,17.709,56.469
164.2246,18.51,54.025
164.2431,18.402,54.343
164.2615,17.889,55.902
164.2794,16.419,60.906
164.2958,16.17,61.844
164.312,17.5,57.143
164.3295,17.126,58.39
164.3466,19.517,51.238
164.3661,16.81,59.489
164.3829,18.836,53.089
164.4018,16.098,62.119
164.4179,19.006,52.616
164.4369,17.305,57.787
164.4542,16.83,59.417
164.471,19.853,50.371
164.4909,15.574,64.211
164.5064,16.123,62.025
164.5226,17.23,58.037
164.5398,17.596,56.832
164.5574,16.909,59.139
164.5743,18.228,54.861
164.5925,17.593,56.84
164.6101,16.387,61.022
164.6265,18.576,53.834
164.6451,18.048,55.407
164.6631,18.189,54.978
164.6813,16.717,59.82
164.698,17.347,57.648
164.7154,17.11,58.447
164.7325,18.155,55.08
164.7507,16.961,58.96
164.7676,16.864,59.299
164.7845,16.467,60.726
164.8009,14.871,67.246
164.8158,17.216,58.087
164.833,17.019,58.757
164.8501,15.047,66.46
164.8651,17.337,57.681
164.8824,15.449,64.727
164.8979,17.843,56.044
164.9157,17.826,56.098
164.9336,16.932,59.059
164.9505,18.267,54.743
164.9688,17.032,58.713
164.9858,17.861,55.988
165.0036,16.127,62.007
165.0198,14.92,67.026
165.0347,17.049,58.654
165.0517,18.515,54.01
165.0703,17.107,58.457
165.0874,16.57,60.351
165.1039,16.674,59.973
165.1206,17.767,56.286
165.1384,17.275,57.887
165.1557,16.25,61.538
165.1719,18.514,54.014
165.1904,19.866,50.336
165.2103,17.026,58.733
165.2273,16.239,61.579
165.2435,16.253,61.526
165.2598,17.672,56.587
165.2775,18.478,54.119
165.296,15.894,62.916
165.3118,15.087,66.281
165.3269,16.701,59.877
165.3436,17.165,58.257
165.3608,15.361,65.101
165.3762,16.074,62.213
165.3922,18.854,53.038
165.4111,16.671,59.984
165.4278,16.668,59.994
165.4444,16.593,60.267
165.461,16.805,59.505
165.4778,17.476,57.223
165.4953,17.924,55.792
165.5132,18.149,55.1
165.5314,17.351,57.633
165.5487,18.373,54.426
165.5671,16.926,59.082
165.584,18.551,53.906
165.6026,17.341,57.665
165.6199,18.071,55.339
165.638,16.395,60.993
165.6544,16.638,60.102
165.671,15.944,62.721
165.687,18.115,55.202
165.7051,16.757,59.678
165.7218,17.971,55.645
165.7398,17.886,55.911
165.7577,16.242,61.569
165.7739,17.676,56.573
165.7916,16.765,59.649
165.8084,16.696,59.895
165.8251,16.785,59.577
165.8419,16.631,60.128
165.8585,15.192,65.823
165.8737,17.469,57.244
165.8911,18.01,55.525
165.9092,18.238,54.831
165.9274,16.067,62.239
165.9435,17.31,57.77
165.9608,19.13,52.274
165.9799,15.636,63.954
165.9955,17.012,58.784
166.0126,17.954,55.698
166.0305,17.246,57.986
166.0478,16.633,60.123
166.0644,15.84,63.133
166.0802,17.365,57.589
166.0976,16.434,60.848
166.114,17.395,57.488
166.1314,18.841,53.075
166.1503,16.79,59.559
166.167,18.149,55.099
166.1852,16.551,60.42
166.2017,17.566,56.929
166.2193,17.287,57.845
166.2366,16.69,59.915
166.2533,17.568,56.921
166.2709,17.792,56.206
166.2887,17.316,57.748
166.306,16.669,59.991
166.3226,16.203,61.716
166.3388,17.345,57.653
166.3562,18.121,55.184
166.3743,15.682,63.767
166.39,17.615,56.769
166.4076,17.587,56.86
166.4252,16.983,58.883
166.4422,17.849,56.025
166.46,15.361,65.099
166.4754,17.414,57.427
166.4928,16.874,59.264
166.5097,17.374,57.556
166.527,16.798,59.53
166.5438,16.259,61.505
166.5601,18.898,52.916
166.579,17.84,56.052
166.5968,18.766,53.289
166.6156,18.439,54.232
166.634,15.735,63.551
166.6498,17.15,58.309
166.6669,17.327,57.715
166.6843,17.42,57.405
166.7017,18.285,54.69
166.72,16.387,61.022
166.7364,16.745,59.718
166.7531,19.219,52.033
166.7723,16.673,59.978
166.789,16.811,59.484
166.8058,34.287,29.166
166.8401,17.756,56.318
166.8578,16.834,59.403
166.8747,17.519,57.081
166.8922,16.58,60.313
166.9088,15.037,66.501
166.9238,17.201,58.136
166.941,16.062,62.26
166.9571,16.71,59.846
166.9738,17.2,58.138
166.991,17.856,56.004
167.0088,17.608,56.793
167.0264,19.284,51.857
167.0457,18.168,55.041
167.0639,15.405,64.912
167.0793,17.04,58.686
167.0963,17.922,55.797
167.1143,17.045,58.669
167.1313,19.326,51.743
167.1506,17.611,56.783
167.1682,17.634,56.708
167.1859,17.406,57.451
167.2033,16.044,62.328
167.2193,19.199,52.085
167.2385,16.709,59.847
167.2552,17.32,57.737
167.2726,16.666,60.004
167.2892,17.896,55.878
167.3071,17.88,55.928
167.325,18.267,54.744
167.3433,17.781,56.24
167.3611,17.797,56.188
167.3789,17.323,57.728
167.3962,16.482,60.673
167.4127,18.088,55.285
167.4307,17.254,57.959
167.448,18.073,55.33
167.4661,16.33,61.236
167.4824,17.501,57.14
167.4999,15.11,66.181
167.515,18.247,54.803
167.5333,16.338,61.206
167.5496,17.416,57.42
167.567,17.371,57.567
167.5844,16.858,59.319
167.6012,15.934,62.761
167.6172,16.08,62.188
167.6333,16.198,61.736
167.6495,17.393,57.494
167.6668,17.889,55.899
167.6847,19.493,51.301
167.7042,15.4,64.935
167.7196,18.742,53.357
167.7384,17.114,58.431
167.7555,17.13,58.378
167.7726,17.441,57.335
167.7901,16.46,60.752
167.8065,16.236,61.592
167.8228,18.131,55.154
167.8409,17.028,58.725
167.8579,17.989,55.589
167.8759,18.21,54.915
167.8941,18.37,54.436
167.9125,17.502,57.135
167.93,17.353,57.626
167.9473,17.032,58.713
167.9644,17.511,57.106
167.9819,17.082,58.541
167.999,16.258,61.509
168.0152,17.044,58.673
168.0323,17.055,58.635
168.0493,17.41,57.439
168.0667,16.747,59.711
168.0835,18.147,55.106
168.1016,15.749,63.496
168.1174,16.164,61.865
168.1335,16.311,61.307
168.1498,16.016,62.437
168.1659,17.24,58.004
168.1831,16.005,62.48
168.1991,18.227,54.862
168.2173,18.389,54.381
168.2357,15.066,66.374
168.2508,17.715,56.449
168.2685,18.607,53.744
168.2871,16.764,59.653
168.3039,17.566,56.927
168.3214,16.767,59.641
168.3382,16.829,59.421
168.355,16.285,61.405
168.3713,17.004,58.809
168.3883,16.305,61.331
168.4046,16.737,59.746
168.4214,16.708,59.85
168.4381,17.067,58.591
168.4551,18.315,54.601
168.4735,17.033,58.711
168.4905,16.409,60.941
168.5069,18.224,54.872
168.5251,17.393,57.496
168.5425,18.333,54.546
168.5609,18.337,54.535
168.5792,16.394,60.998
168.5956,17.911,55.832
168.6135,18.265,54.75
168.6318,17.96,55.678
168.6497,15.973,62.604
168.6657,17.889,55.901
168.6836,18.229,54.858
168.7018,18.652,53.613
168.7205,17.929,55.776
168.7384,16.583,60.304
168.755,17.846,56.034
168.7728,17.935,55.757
168.7908,16.731,59.769
168.8075,17.134,58.363
168.8246,17.738,56.375
168.8424,17.14,58.345
168.8595,18.24,54.826
168.8777,17.428,57.377
168.8952,18.685,53.52
168.9138,16.422,60.893
168.9303,17.848,56.028
168.9481,17.299,57.807
168.9654,17.543,57.001
168.983,17.849,56.026
169.0008,17.158,58.282
169.018,15.679,63.78
169.0336,17.931,55.77
169.0516,18.247,54.803
169.0698,18.215,54.899
169.088,16.667,59.999
169.1047,18.178,55.013
